SITE,DATE,TIME,AMPM,SPECIES,COUNT,ANTLERED,YOUNG,
,,1:57,PM,deer,1,0,1,
,,1:58,PM,deer,1,0,1,
,,2:08,PM,deer,1,0,0,
,,4:41,PM,deer,1,0,0,
,,4:42,PM,deer,2,0,0,
,,4:43,PM,deer,2,0,1,
,,4:44,PM,deer,3,0,0,
,,4:45,PM,deer,2,0,1,
,,4:46,PM,deer,2,0,1,
,,4:47,PM,deer,2,0,1,
,,4:48,PM,deer,2,0,1,
,,4:49,PM,deer,2,0,1,
,,4:50,PM,deer,2,0,1,
,,4:51,PM,deer,2,0,1,
,,4:53,PM,deer,2,0,1,
,,4:54,PM,deer,1,0,0,
,,4:55,PM,deer,1,0,0,
,,4:56,PM,deer,2,0,1,
,,4:57,PM,deer,2,0,1,
,,4:58,PM,deer,2,0,1,
,,4:59,PM,deer,1,0,0,
,,5:00,PM,deer,1,0,0,
,,5:01,PM,deer,2,0,0,
,,5:02,PM,deer,1,0,0,
,,5:03,PM,deer,2,0,0,
,,5:04,PM,deer,1,0,0,
,,5:06,PM,deer,1,0,0,
,,5:11,PM,deer,1,0,0,
,,5:40,PM,deer,1,0,1,
,,5:41,PM,deer,2,0,1,
,,5:42,PM,deer,2,0,1,
,,5:43,PM,deer,2,0,1,
,,5:44,PM,deer,2,0,1,
,,5:45,PM,deer,3,0,1,
,,5:46,PM,deer,3,0,1,
,,5:47,PM,deer,2,0,0,
,,5:48,PM,deer,2,0,0,
,,5:49,PM,deer,2,0,0,
,,5:51,PM,deer,1,0,1,
,,5:52,PM,deer,2,0,1,
,,5:53,PM,deer,1,0,1,
,,5:57,PM,deer,1,0,1,
,,5:58,PM,deer,1,0,1,
,,6:05,PM,deer,2,0,0,
,,6:06,PM,deer,2,1,0,
,,6:07,PM,deer,2,1,0,
,,6:08,PM,deer,2,1,0,
,,6:09,PM,deer,2,1,0,
,,6:10,PM,deer,1,0,0,
,,6:11,PM,deer,2,1,0,
,,6:12,PM,deer,2,1,0,
,,6:13,PM,deer,2,1,0,
,,6:14,PM,deer,2,1,0,
,,6:15,PM,deer,2,1,0,
,,6:16,PM,deer,1,1,0,
,,6:17,PM,deer,1,0,0,
,,6:18,PM,deer,1,0,0,
,,6:19,PM,deer,1,0,0,
,,6:20,PM,deer,1,0,0,
,,6:21,PM,deer,2,1,0,
,,6:23,PM,deer,1,0,0,
,,6:24,PM,deer,1,0,0,
,,6:33,PM,deer,1,0,0,
,,6:36,PM,deer,1,0,0,
,,6:37,PM,deer,1,0,0,
,,6:41,PM,deer,1,0,0,
,,6:42,PM,deer,1,0,0,
,,6:48,PM,deer,1,0,0,
,,6:56,PM,deer,1,0,0,
,,6:57,PM,deer,1,0,0,
,,6:59,PM,deer,1,0,0,
,,7:01,PM,deer,1,0,0,
,,7:05,PM,deer,1,0,0,
,,7:07,PM,deer,1,0,0,
,,7:08,PM,deer,1,0,0,
,,10:11,PM,deer,1,0,0,
,,10:13,PM,deer,2,0,0,
,,10:14,PM,deer,2,0,0,
,,10:15,PM,deer,2,0,0,
,,10:16,PM,deer,2,0,0,
,,10:17,PM,deer,3,0,1,
,,10:18,PM,deer,3,0,1,
,,10:19,PM,deer,3,0,1,
,,10:20,PM,deer,3,0,1,
,,10:22,PM,deer,2,0,0,
,,10:23,PM,deer,2,0,0,
,,10:24,PM,deer,2,0,0,
,,10:26,PM,deer,3,0,0,
,,10:27,PM,deer,4,0,0,
,,10:30,PM,deer,4,0,0,
,,10:31,PM,deer,2,0,0,
,,10:32,PM,deer,2,0,0,
,,10:33,PM,deer,1,0,0,
,,10:34,PM,deer,2,0,0,
,,10:36,PM,deer,4,0,1,
,,10:37,PM,deer,4,0,2,
,,10:38,PM,deer,4,0,2,
,,10:39,PM,deer,4,0,2,
,,10:40,PM,deer,4,0,2,
,,11:36,PM,deer,1,1,0,
,,11:37,PM,deer,2,1,0,
,,11:38,PM,deer,2,1,0,
,,11:40,PM,deer,2,1,0,
,,11:41,PM,deer,2,1,0,
,,11:42,PM,deer,2,1,0,
,,11:44,PM,deer,2,1,0,
,,11:45,PM,deer,2,1,0,
,,11:46,PM,deer,2,1,0,
,,11:47,PM,deer,2,1,0,
,,11:48,PM,deer,2,1,0,
,,11:49,PM,deer,2,1,0,
,,11:50,PM,deer,2,1,0,
,,11:52,PM,deer,2,1,0,
,,11:54,PM,deer,1,1,0,
,10/2/2016,4:44,AM,deer,1,0,0,*image275
,,4:47,AM,deer,1,0,0,
,,4:48,AM,deer,1,0,0,
,,4:50,AM,deer,1,0,0,
,,4:52,AM,deer,1,0,0,
,,5:02,AM,deer,1,0,0,
,,5:04,AM,deer,1,0,0,
,,5:05,AM,deer,1,0,0,
,,5:06,AM,deer,1,0,0,
,,5:09,AM,deer,1,0,0,
,,5:16,AM,deer,1,0,0,
,,5:17,AM,deer,1,0,0,
,,5:18,AM,deer,1,0,0,
,,5:19,AM,deer,1,0,0,
,,5:29,AM,deer,1,0,0,
,,5:31,AM,deer,1,0,0,
,,5:35,AM,deer,1,0,0,
,,5:36,AM,deer,1,0,0,
,,5:37,AM,deer,1,0,0,
,,5:43,AM,deer,1,0,0,
,,5:50,AM,deer,1,0,0,
,,5:52,AM,deer,1,0,0,
,,5:55,AM,deer,1,0,0,
,,5:57,AM,deer,1,0,0,
,,6:00,AM,deer,1,0,0,
,,6:02,AM,deer,1,0,0,
,,6:04,AM,deer,4,0,1,
,,6:05,AM,deer,4,0,1,
,,6:06,AM,deer,1,0,0,
,,6:07,AM,deer,3,0,0,
,,6:08,AM,deer,1,0,1,
,,6:09,AM,deer,2,0,0,
,,6:10,AM,deer,2,0,0,
,,6:11,AM,deer,2,0,0,
,,6:13,AM,deer,3,0,0,
,,6:15,AM,deer,2,0,0,
,,6:17,AM,deer,2,0,0,
,,6:18,AM,deer,1,0,0,
,,6:19,AM,deer,1,0,0,
,,6:20,AM,deer,1,0,0,
,,6:21,AM,deer,2,0,0,
,,6:25,AM,deer,1,0,0,
,,7:10,AM,deer,1,0,0,
,,7:14,AM,deer,1,0,0,
,,7:15,AM,deer,1,0,0,
,,7:16,AM,deer,2,0,0,
,,7:17,AM,deer,1,0,0,
,,7:19,AM,deer,2,1,0,
,,7:20,AM,deer,1,0,0,
,,7:21,AM,deer,1,0,0,
,,9:26,AM,deer,1,0,0,
,,9:27,AM,deer,1,0,0,
,,9:28,AM,deer,1,0,0,
,,9:29,AM,deer,1,0,0,
,,9:30,AM,deer,1,0,0,
,,9:31,AM,deer,1,0,0,
,,9:32,AM,deer,1,0,0,
,,9:33,AM,deer,1,0,0,
,,10:31,AM,deer,1,0,0,
,,10:32,AM,deer,1,0,0,
,,10:33,AM,deer,2,0,0,
,,10:34,AM,deer,2,0,0,
,,10:35,AM,deer,2,0,0,
,,10:36,AM,deer,3,0,0,
,,10:37,AM,deer,2,0,1,
,,10:38,AM,deer,2,0,1,
,,10:39,AM,deer,3,0,1,
,,10:40,AM,deer,3,0,1,
,,10:41,AM,deer,3,0,1,
,,10:42,AM,deer,3,0,1,
,,10:43,AM,deer,3,0,1,
,,10:44,AM,deer,3,0,1,
,,10:45,AM,deer,3,0,1,
,,10:46,AM,deer,3,0,1,
,,10:47,AM,deer,3,0,1,
,,10:48,AM,deer,3,0,1,
,,10:49,AM,deer,3,0,1,
,,10:50,AM,deer,3,0,1,
,,10:51,AM,deer,2,0,1,
,,10:52,AM,deer,1,0,1,
,,2:49,PM,deer,1,0,0,
,,2:51,PM,deer,1,0,0,
,,6:09,PM,deer,1,0,0,
,,6:10,PM,deer,1,0,1,
,,6:11,PM,deer,1,0,1,
,,6:13,PM,deer,2,0,0,
,,6:14,PM,deer,2,0,0,
,,6:24,PM,deer/raccoon,2,0,1,
,,6:25,PM,deer,1,0,0,
,,6:28,PM,deer,1,0,0,
,,7:17,PM,deer,1,0,0,
,,7:18,PM,deer,1,0,0,
,,7:20,PM,deer,1,0,0,
,,9:59,PM,deer,1,0,0,
,,10:00,PM,deer,1,0,1,
,,10:01,PM,deer,1,0,0,
,,10:02,PM,deer,1,0,1,
,,10:03,PM,deer,1,0,1,
,,10:04,PM,deer,1,0,1,
,,10:08,PM,deer,1,0,1,
,,10:09,PM,deer,1,0,1,
,,10:10,PM,deer,1,0,1,
,,10:12,PM,deer,1,0,1,
,,10:13,PM,deer,1,0,1,
,,10:16,PM,deer,1,0,1,
,,10:17,PM,deer,1,0,1,
,,10:18,PM,deer,1,0,1,
,,10:20,PM,deer,1,0,1,
,,11:06,PM,deer,1,0,0,
,,11:07,PM,deer,1,0,0,
,,11:09,PM,deer,2,0,0,
,,11:10,PM,deer,2,0,1,
,,11:11,PM,deer,1,0,1,
,,11:12,PM,deer,2,0,1,
,,11:13,PM,deer,2,0,1,
,,11:15,PM,deer,1,0,0,
,,11:32,PM,deer,1,0,0,
,,11:33,PM,deer,1,0,0,
,,11:34,PM,deer,1,0,0,
,,11:36,PM,deer,1,0,1,
,,11:37,PM,deer,1,0,0,
,,11:39,PM,deer,2,0,1,
,,11:40,PM,deer,2,0,1,
,,11:42,PM,deer,2,0,1,
,,11:43,PM,deer,2,0,1,
,,11:44,PM,deer,2,0,1,
,,11:46,PM,deer,2,0,1,
,,11:47,PM,deer,2,0,1,
,,11:49,PM,deer,1,0,1,
,,11:53,PM,deer,1,0,0,
,,11:54,PM,deer,1,0,0,
,,11:55,PM,deer,1,0,0,
,,11:56,PM,deer,1,0,0,
,,11:57,PM,deer,1,0,0,
,,11:59,PM,deer,1,0,0,
,10/3/16,12:00,AM,deer,1,0,0,
,,12:01,AM,deer,1,0,0,
,,12:02,AM,deer,3,0,1,
,,12:03,AM,deer,3,0,1,
,,12:04,AM,deer,3,0,1,
,,12:05,AM,deer,3,0,2,
,,12:07,AM,deer,3,0,1,
,,12:08,AM,deer,3,0,1,
,,12:09,AM,deer,3,0,1,
,,12:10,AM,deer,3,0,2,
,,12:11,AM,deer,3,0,2,
,,12:12,AM,deer,2,0,1,
,,12:13,AM,deer,1,0,0,
,,1:39,AM,deer,1,0,1,
,,1:40,AM,deer,1,0,1,
,,1:46,AM,deer,1,0,0,
,,2:41,AM,deer,2,0,0,
,,3:09,AM,deer,1,0,0,
,,3:10,AM,deer,1,0,0,
,,3:12,AM,deer,2,0,0,
,,3:13,AM,deer,2,0,0,
,,3:15,AM,deer,2,0,0,
,,3:17,AM,deer,2,0,0,
,,3:18,AM,deer,2,0,0,
,,3:19,AM,deer,2,0,0,
,,3:21,AM,deer,1,0,0,
,,3:22,AM,deer,1,0,0,
,,3:23,AM,deer,1,0,0,
,,3:27,AM,deer,1,0,0,
,,3:29,AM,deer,1,0,0,
,,3:31,AM,deer,1,0,0,
,,3:32,AM,deer,1,0,0,
,,3:33,AM,deer,1,0,0,
,,3:35,AM,deer,1,0,0,
,,3:36,AM,deer,1,0,0,
,,3:37,AM,deer,1,0,0,
,,3:38,AM,deer,1,0,0,
,,3:40,AM,deer,1,0,0,
,,3:41,AM,deer,1,0,0,
,,6:12,AM,deer,1,0,0,
,,6:13,AM,deer,1,0,0,
,,6:14,AM,deer,1,0,0,
,,6:15,AM,deer,1,0,0,
,,6:16,AM,deer,1,0,0,
,,6:17,AM,deer,1,0,0,
,,6:18,AM,deer,1,0,0,
,,6:19,AM,deer,1,0,0,
,,6:21,AM,deer,1,0,0,
,,6:22,AM,deer,1,0,0,
,,6:23,AM,deer,1,0,0,
,,6:25,AM,deer,1,0,0,
,,5:38,PM,deer,1,0,0,
,,5:39,PM,deer,1,0,0,
,,5:40,PM,deer,1,0,0,
,,5:41,PM,deer,1,0,0,
,,5:42,PM,deer,1,0,0,
,,5:43,PM,deer/squirrel,1,0,0,
,,5:44,PM,deer,3,0,0,
,,5:45,PM,deer,1,0,0,
,,5:46,PM,deer,2,0,1,
,,5:47,PM,deer,2,0,1,
,,5:48,PM,deer,1,0,0,
,,5:51,PM,deer,3,0,0,
,,5:52,PM,deer,4,0,0,
,,5:55,PM,deer,1,0,0,
,,5:58,PM,deer,1,0,0,
,,5:59,PM,deer,1,0,0,
,,6:00,PM,deer,1,0,0,
,,6:01,PM,deer,1,0,0,
,,6:02,PM,deer,1,0,0,
,,6:03,PM,deer,1,0,0,
,,6:04,PM,deer,1,0,1,
,,6:25,PM,deer,1,0,0,
,,6:26,PM,deer,1,0,0,
,,6:27,PM,deer,1,0,0,
,,6:28,PM,deer,1,0,0,
,,6:29,PM,deer,1,0,0,
,,6:30,PM,deer,1,0,0,
,,6:31,PM,deer,1,0,0,
,10/4/2016,1:49,AM,deer,1,0,0,
,,1:50,AM,deer,1,0,0,
,,1:51,AM,deer,1,0,0,
,,1:55,AM,deer,1,0,0,
,,1:57,AM,deer,1,0,0,
,,1:58,AM,deer,1,0,0,
,,2:00,AM,deer,1,0,0,
,,2:02,AM,deer,1,0,0,
,,2:03,AM,deer,1,0,0,
,,2:04,AM,deer,1,0,0,
,,2:06,AM,deer,1,0,0,
,,2:07,AM,deer,1,0,0,
,,2:08,AM,deer,1,0,0,
,,4:03,AM,deer,1,1,0,
,,4:05,AM,deer,1,1,0,
,,4:06,AM,deer,1,1,0,
,,4:08,AM,deer,1,1,0,
,,4:09,AM,deer,1,1,0,
,,4:10,AM,deer,1,1,0,
,,4:11,AM,deer,1,1,0,
,,4:12,AM,deer,1,1,0,
,,4:13,AM,deer,1,1,0,
,,4:16,PM,deer,1,0,0,
,,4:17,PM,deer,2,0,1,
,,4:18,PM,deer,2,0,2,
,,4:19,PM,deer,2,0,2,
,,4:22,PM,deer,2,0,2,
,,4:24,PM,deer,2,0,2,
,,4:25,PM,deer,2,0,2,
,,4:26,PM,deer,2,0,2,
,,4:28,PM,deer,2,0,2,
,,4:31,PM,deer,2,0,2,3098(293)
,10/6/2016,7:26,PM,deer,1,0,0,
,,,,,,,,
,,,,,,,,
,10/9/2016,5:36,AM,deer/racoon,2,0,0,
,,5:37,AM,deer,2,0,0,
,,5:38,AM,deer,2,0,0,
,,5:39,AM,deer,2,0,0,
,,5:40,AM,deer,3,1,0,
,,5:45,AM,deer,1,0,0,
,,5:47,AM,deer,1,0,0,
,,5:48,AM,deer,1,0,0,
,,7:01,AM,deer,1,1,0,
,,7:02,AM,deer,1,1,0,
,,7:03,AM,deer,2,1,0,
,,7:04,AM,deer,2,1,0,
,,7:05,AM,deer,3,1,0,
,,7:06,AM,deer,3,1,0,
,,7:07,AM,deer,3,1,0,
,,7:08,AM,deer,3,1,0,
,,7:09,AM,deer,3,1,0,
,,7:11,AM,deer,3,1,0,
,,7:12,AM,deer,3,0,0,
,,7:13,AM,deer,2,1,0,
,,7:14,AM,deer,2,0,0,
,,7:15,AM,deer,2,0,0,
,,7:16,AM,deer,1,0,0,
,,7:17,AM,deer,1,0,0,
,,7:18,AM,deer,3,1,0,
,,7:19,AM,deer,3,1,0,
,,7:21,AM,deer,2,1,0,
,,7:22,AM,deer,2,1,0,
,,7:23,AM,deer,2,1,0,
,,7:24,AM,deer,3,1,1,
,,7:26,AM,deer,3,0,0,
,,7:27,AM,deer,2,1,0,
,,7:28,AM,deer,1,1,0,
,,7:29,AM,deer,2,2,0,
,,7:30,AM,deer,2,2,0,
,,7:31,AM,deer,2,2,0,
,,7:35,AM,deer,1,1,0,
,,7:36,AM,deer,1,1,0,
,,7:37,AM,deer,1,1,0,
,,7:40,AM,deer,1,0,0,
,,7:41,AM,deer,2,1,0,
,,7:42,AM,deer,2,1,0,
,,7:43,AM,deer,1,1,0,
,,7:44,AM,deer,1,1,0,
,,7:45,AM,deer,3,1,0,
,,7:46,AM,deer,3,2,0,
,,7:48,AM,deer,2,2,0,
,,7:50,AM,deer,1,1,0,
,,7:55,AM,deer,1,1,0,
,,7:56,AM,deer,1,1,0,
,,7:57,AM,deer,1,1,0,
,,7:58,AM,deer,1,1,0,
,,7:59,AM,deer,2,2,0,
,,8:00,AM,deer,3,3,0,
,,8:01,AM,deer,3,3,0,
,,8:02,AM,deer,3,3,0,
,,8:04,AM,deer,2,2,0,
,,8:05,AM,deer,2,2,0,
,,8:06,AM,deer,1,1,0,
,,8:08,AM,deer,1,1,0,
,,8:10,AM,deer,1,1,0,
,,8:11,AM,deer,1,1,0,
,,8:12,AM,deer,1,1,0,
,,8:14,AM,deer,1,1,0,
,,8:15,AM,deer,2,2,0,
,,8:16,AM,deer,2,2,0,
,,8:17,AM,deer,1,1,0,
,,8:18,AM,deer,1,0,0,
,,8:19,AM,deer,3,1,0,
,,8:20,AM,deer,1,0,0,
,,8:21,AM,deer,2,0,1,
,,8:22,AM,deer,2,0,0,
,,8:23,AM,deer,2,0,0,
,,8:24,AM,deer,2,0,0,
,,8:25,AM,deer,2,0,0,
,,8:26,AM,deer,2,0,0,
,,8:27,AM,deer,2,0,0,
,,8:28,AM,deer,2,0,0,
,,8:29,AM,deer,2,0,0,
,,8:30,AM,deer,3,1,0,
,,8:31,AM,deer,3,2,0,
,,8:32,AM,deer,1,1,0,
,,8:37,AM,deer,1,1,0,
,,8:38,AM,deer,1,1,0,
,,8:39,AM,deer,1,1,0,
,,8:40,AM,deer,1,1,0,
,,8:41,AM,deer,1,1,0,
,,8:42,AM,deer,1,0,0,
,,8:43,AM,deer,1,0,0,
,,8:44,AM,deer,2,1,0,
,,8:45,AM,deer,2,1,0,
,,8:46,AM,deer,2,1,0,
,,8:47,AM,deer,3,2,0,
,,8:48,AM,deer,2,0,0,
,,8:49,AM,deer,1,1,0,
,,8:50,AM,deer,1,1,0,
,,8:51,AM,deer,3,3,0,
,,8:52,AM,deer,2,2,0,
,,8:53,AM,deer,2,2,0,
,,8:54,AM,deer,1,1,0,
,,8:55,AM,deer,1,1,0,
,,8:56,AM,deer,1,1,0,
,,8:57,AM,deer,1,1,0,
,,8:58,AM,deer,1,1,0,
,,8:59,AM,deer,1,1,0,
,,9:00,AM,deer,1,1,0,
,,9:01,AM,deer,1,1,0,
,,9:02,AM,deer,1,1,0,
,,9:03,AM,deer,1,1,0,
,,9:04,AM,deer,1,1,0,
,,9:17,AM,deer,1,1,0,
,,9:19,AM,deer,1,0,0,
,,9:52,AM,deer,1,0,0,
,,9:55,AM,deer,1,0,0,
,,9:56,AM,deer,1,0,0,
,,6:19,PM,deer,1,0,0,
,,6:20,PM,deer,1,0,0,
,,6:21,PM,deer,1,0,0,
,,6:22,PM,deer,1,0,0,
,,6:23,PM,deer,1,0,0,
,,6:24,PM,deer,1,0,0,
,,6:25,PM,deer,1,0,0,
,,6:26,PM,deer,2,0,0,
,,6:27,PM,deer,1,0,0,
,,6:28,PM,deer,2,0,0,
,,6:29,PM,deer,2,0,0,
,,6:30,PM,deer,2,0,0,
,,6:31,PM,deer,1,0,0,
,,6:40,PM,deer,1,1,0,
,,6:41,PM,deer,1,1,0,
,,6:42,PM,deer,2,2,0,
,,6:43,PM,deer,2,2,0,
,,6:44,PM,deer,1,1,0,
,,6:45,PM,deer,1,1,0,
,,6:46,PM,deer,2,2,0,
,,6:47,PM,deer,2,2,0,
,,6:49,PM,deer,2,2,0,
,,6:50,PM,deer,2,2,0,
,,6:51,PM,deer,3,3,0,
,,6:52,PM,deer,2,2,0,
,,6:54,PM,deer,3,3,0,
,,6:55,PM,deer,3,3,0,
,,7:19,PM,deer,1,1,0,
,,7:20,PM,deer,1,0,0,
,,7:21,PM,deer,1,0,0,
,,7:22,PM,deer,1,0,0,
,,7:27,PM,deer,1,1,0,
,,7:29,PM,deer,1,1,0,
,,8:32,PM,deer,1,0,0,
,,8:33,PM,deer,1,0,0,
,,8:34,PM,deer,1,0,0,
,,8:36,PM,deer,1,0,0,
,,8:37,PM,deer,1,0,0,
,,8:38,PM,deer,1,0,0,
,,11:00,PM,deer,1,0,0,
,,11:02,PM,deer,1,0,0,
,10/10/2016,2:11,AM,deer,1,1,0,
,,2:12,AM,deer,1,1,0,
,,2:14,AM,deer,1,1,0,
,,2:15,AM,deer,1,1,0,
,,2:37,AM,deer,1,0,0,
,,2:38,AM,deer,1,0,0,
,,2:39,AM,deer,1,0,0,
,,2:41,AM,deer,1,0,0,
,,2:42,AM,deer,1,0,0,
,,2:43,AM,deer,1,0,0,
,,2:44,AM,deer,1,0,0,
,,6:16,AM,deer,1,0,0,
,,6:51,AM,deer,2,0,0,
,,6:52,AM,deer,2,0,0,
,,6:53,AM,deer,1,0,0,
,,6:54,AM,deer,2,0,0,
,,6:55,AM,deer,2,0,0,
,,6:56,AM,deer,1,0,0,
,,6:57,AM,deer,1,0,0,
,,6:58,AM,deer,3,0,0,
,,6:59,AM,deer,3,0,0,
,,7:00,AM,deer,1,0,0,
,,7:54,AM,deer,1,1,0,
,,7:56,AM,deer,1,1,0,
,,7:57,AM,deer,1,1,0,
,,7:58,AM,deer,1,1,0,
,,7:59,AM,deer,1,1,0,
,,8:00,AM,deer,1,1,0,
,,8:01,AM,deer,1,1,0,
,,8:19,AM,deer,1,0,1,
,,8:21,AM,deer,3,0,2,
,,8:22,AM,deer,3,0,2,
,,8:26,AM,deer,3,0,2,
,,8:27,AM,deer,2,0,1,
,,8:30,AM,deer,3,0,2,
,,8:32,AM,deer,2,0,1,
,,9:31,AM,deer,1,0,0,
,,9:32,AM,deer,1,0,0,
,,3:44,PM,deer,1,0,0,
,,3:45,PM,deer,1,0,0,
,,3:46,PM,deer,1,0,0,
,,3:47,PM,deer,1,0,0,
,,3:48,PM,deer,1,0,0,
,,3:49,PM,deer,1,0,0,
,,3:50,PM,deer,1,0,0,
,,3:51,PM,deer,1,0,0,
,,3:52,PM,deer,1,0,0,
,,3:53,PM,deer,1,0,0,
,,6:29,PM,deer,1,0,1,
,,6:30,PM,deer,2,0,1,
,,6:31,PM,deer,2,0,1,
,,6:32,PM,deer,2,0,1,
,,6:33,PM,deer,2,0,1,
,,7:17,PM,deer,1,1,0,
,,8:21,PM,deer,2,1,0,
,,8:30,PM,deer,2,1,0,
,,10:10,PM,deer,1,0,0,
,,10:12,PM,deer,1,0,0,
,,10:14,PM,deer,1,0,0,
,,11:49,PM,deer,1,0,0,
,,11:57,PM,deer,1,0,0,
,,11:58,PM,deer,1,0,0,
,,11:59,PM,deer,1,0,0,
,10/11/2016,12:00,AM,deer,1,0,0,
,,12:01,AM,deer,1,0,0,
,,12:02,AM,deer,1,0,0,
,,12:03,AM,deer,1,0,0,
,,12:05,AM,deer,1,0,0,
,,12:06,AM,deer,1,0,0,
,,12:07,AM,deer,1,0,0,
,,1:20,AM,deer,1,0,0,
,,1:21,AM,deer,1,0,0,
,,1:35,AM,deer,1,0,0,
,,5:01,AM,deer,2,0,0,
,,5:02,AM,deer,4,0,0,
,,5:03,AM,deer,4,0,0,
,,5:18,AM,deer,4,0,2,
,,5:19,AM,deer,4,0,2,
,,8:07,AM,deer,1,0,0,
,,8:09,AM,deer,1,0,0,
,,8:10,AM,deer,1,0,0,
,,8:11,AM,deer,2,0,0,
,,8:14,AM,deer,2,0,0,
,,8:16,AM,deer,2,0,0,
,,8:24,AM,deer,2,0,0,
,,8:34,AM,deer,1,0,0,
,,8:35,AM,deer,1,0,0,
,,5:07,PM,deer,1,0,0,
,,5:13,PM,deer,1,0,0,
,,5:36,PM,deer,3,0,2,
,,5:37,PM,deer,3,0,2,
,,5:38,PM,deer,3,0,2,
,,5:39,PM,deer,3,0,2,
,,5:42,PM,deer,3,0,2,
,,5:44,PM,deer,3,0,2,
,,5:47,PM,deer,4,0,2,
,,5:48,PM,deer,4,0,2,
,,5:51,PM,deer,3,0,1,
,,5:52,PM,deer,4,0,2,
,,5:53,PM,deer,3,0,1,
,,6:31,PM,deer,1,0,0,
,10/12/2016,2:38,AM,deer,1,0,0,
,,2:51,AM,deer,1,0,0,
,,2:52,AM,deer,1,0,0,
,,4:09,AM,deer,1,0,0,
,,4:10,AM,deer,1,0,0,
,,4:11,AM,deer,1,0,0,
,,4:12,AM,deer,1,0,0,
,,4:16,AM,deer,1,0,0,
,,4:38,AM,deer,1,0,0,
,,8:12,AM,deer,1,0,0,
,,8:13,AM,deer,1,0,0,
,,8:14,AM,deer,1,0,0,
,,8:15,AM,deer,1,0,0,
,,9:45,PM,deer,1,0,0,
,,9:46,PM,deer,1,0,0,
,,9:47,PM,deer,1,0,0,
,,9:54,PM,deer,1,0,0,
,,9:56,PM,deer,1,0,0,
,,9:59,PM,deer,1,0,0,
,,10:07,PM,deer,1,0,0,
,,10:08,PM,deer,1,0,0,
,,10:25,PM,deer,1,0,0,
,,10:26,PM,deer,1,0,0,
,,10:27,PM,deer,1,0,0,
,,10:29,PM,deer,1,0,0,
,,10:30,PM,deer,1,0,0,
,,10:31,PM,deer,1,0,0,
,,10:32,PM,deer,1,0,0,
,,11:25,PM,deer,1,0,0,
,,11:26,PM,deer,1,0,0,
,,11:27,PM,deer,1,0,0,
,,11:28,PM,deer,2,0,0,
,,11:29,PM,deer,1,0,0,
,,11:30,PM,deer,2,0,0,
,,11:31,PM,deer,2,0,0,
,,11:32,PM,deer,2,0,0,
,,11:34,PM,deer,2,0,0,
,,11:35,PM,deer,2,0,0,
,,11:38,PM,deer,2,0,0,
,,11:42,PM,deer,1,0,0,
